"Area","Item","Unit","Year","Flag","Stocks"
"United States of America","Turkeys","1000 Head","1974",NA,131909
"United States of America","Turkeys","1000 Head","1975",NA,124165
"United States of America","Turkeys","1000 Head","1976",NA,140021
"United States of America","Turkeys","1000 Head","1977",NA,136390
"United States of America","Turkeys","1000 Head","1978",NA,138939
"United States of America","Turkeys","1000 Head","1979",NA,156457
"United States of America","Turkeys","1000 Head","1980",NA,165243
"United States of America","Turkeys","1000 Head","1981",NA,170876
"United States of America","Turkeys","1000 Head","1982",NA,165464
"United States of America","Turkeys","1000 Head","1983",NA,170723
"United States of America","Turkeys","1000 Head","1984",NA,171296
"United States of America","Turkeys","1000 Head","1985",NA,185427
"United States of America","Turkeys","1000 Head","1986",NA,207232
"United States of America","Turkeys","1000 Head","1987",NA,240438
"United States of America","Turkeys","1000 Head","1988",NA,242421
"United States of America","Turkeys","1000 Head","1989",NA,261394
"United States of America","Turkeys","1000 Head","1990",NA,282445
"United States of America","Turkeys","1000 Head","1991",NA,284910
"United States of America","Turkeys","1000 Head","1992",NA,289880
"United States of America","Turkeys","1000 Head","1993",NA,287650
"United States of America","Turkeys","1000 Head","1994",NA,286585
"United States of America","Turkeys","1000 Head","1995",NA,292356
"United States of America","Turkeys","1000 Head","1996",NA,302713
"United States of America","Turkeys","1000 Head","1997",NA,301251
"United States of America","Turkeys","1000 Head","1998",NA,285603
"United States of America","Turkeys","1000 Head","1999",NA,270192
"United States of America","Turkeys","1000 Head","2000",NA,270466
"United States of America","Turkeys","1000 Head","2001",NA,272660
"United States of America","Turkeys","1000 Head","2002",NA,275477
"United States of America","Turkeys","1000 Head","2003",NA,269556
"United States of America","Turkeys","1000 Head","2004",NA,255987
"United States of America","Turkeys","1000 Head","2005",NA,249666
"United States of America","Turkeys","1000 Head","2006",NA,256334
"United States of America","Turkeys","1000 Head","2007",NA,266828
"United States of America","Turkeys","1000 Head","2008",NA,273088
"United States of America","Turkeys","1000 Head","2009",NA,247359
"United States of America","Turkeys","1000 Head","2010",NA,244188
"United States of America","Turkeys","1000 Head","2011",NA,248500
"United States of America","Turkeys","1000 Head","2012",NA,253500
"United States of America","Turkeys","1000 Head","2013",NA,240000
"United States of America","Turkeys","1000 Head","2014",NA,237500
"United States of America","Turkeys","1000 Head","2015",NA,233100
"United States of America","Turkeys","1000 Head","2016",NA,244000
"United States of America","Turkeys","1000 Head","2017",NA,245200
"United States of America","Turkeys","1000 Head","2018",NA,244750
"United States of America","Cattle and Buffaloes","Head","1961","A",97700000
"United States of America","Cattle and Buffaloes","Head","1962","A",100369008
"United States of America","Cattle and Buffaloes","Head","1963","A",104488000
"United States of America","Cattle and Buffaloes","Head","1964","A",107903008
"United States of America","Cattle and Buffaloes","Head","1965","A",1.09e+08
"United States of America","Cattle and Buffaloes","Head","1966","A",108862000
"United States of America","Cattle and Buffaloes","Head","1967","A",108783008
"United States of America","Cattle and Buffaloes","Head","1968","A",109371008
"United States of America","Cattle and Buffaloes","Head","1969","A",110015008
"United States of America","Cattle and Buffaloes","Head","1970","A",112369008
"United States of America","Cattle and Buffaloes","Head","1971","A",114578000
"United States of America","Cattle and Buffaloes","Head","1972","A",117862000
"United States of America","Cattle and Buffaloes","Head","1973","A",121539008
"United States of America","Cattle and Buffaloes","Head","1974","A",127788000
"United States of America","Cattle and Buffaloes","Head","1975","A",132028000
"United States of America","Cattle and Buffaloes","Head","1976","A",127980000
"United States of America","Cattle and Buffaloes","Head","1977","A",122810000
"United States of America","Cattle and Buffaloes","Head","1978","A",116375008
"United States of America","Cattle and Buffaloes","Head","1979","A",110864000
"United States of America","Cattle and Buffaloes","Head","1980","A",111242000
"United States of America","Cattle and Buffaloes","Head","1981","A",114351008
"United States of America","Cattle and Buffaloes","Head","1982","A",115444000
"United States of America","Cattle and Buffaloes","Head","1983","A",115001008
"United States of America","Cattle and Buffaloes","Head","1984","A",113360000
"United States of America","Cattle and Buffaloes","Head","1985","A",109582000
"United States of America","Cattle and Buffaloes","Head","1986","A",105378000
"United States of America","Cattle and Buffaloes","Head","1987","A",102118000
"United States of America","Cattle and Buffaloes","Head","1988","A",99622000
"United States of America","Cattle and Buffaloes","Head","1989","A",96740000
"United States of America","Cattle and Buffaloes","Head","1990","A",95816000
"United States of America","Cattle and Buffaloes","Head","1991","A",96393000
"United States of America","Cattle and Buffaloes","Head","1992","A",97556000
"United States of America","Cattle and Buffaloes","Head","1993","A",99175900
"United States of America","Cattle and Buffaloes","Head","1994","A",100973600
"United States of America","Cattle and Buffaloes","Head","1995","A",102785200
"United States of America","Cattle and Buffaloes","Head","1996","A",103548200
"United States of America","Cattle and Buffaloes","Head","1997","A",101655700
"United States of America","Cattle and Buffaloes","Head","1998","A",99744000
"United States of America","Cattle and Buffaloes","Head","1999","A",99115000
"United States of America","Cattle and Buffaloes","Head","2000","A",98199000
"United States of America","Cattle and Buffaloes","Head","2001","A",97297500
"United States of America","Cattle and Buffaloes","Head","2002","A",96723000
"United States of America","Cattle and Buffaloes","Head","2003","A",96100000
"United States of America","Cattle and Buffaloes","Head","2004","A",94888000
"United States of America","Cattle and Buffaloes","Head","2005","A",95018000
"United States of America","Cattle and Buffaloes","Head","2006","A",96701504
"United States of America","Cattle and Buffaloes","Head","2007","A",96573000
"United States of America","Cattle and Buffaloes","Head","2008","A",96034500
"United States of America","Cattle and Buffaloes","Head","2009","A",94721000
"United States of America","Cattle and Buffaloes","Head","2010","A",94081200
"United States of America","Cattle and Buffaloes","Head","2011","A",92887400
"United States of America","Cattle and Buffaloes","Head","2012","A",91160200
"United States of America","Cattle and Buffaloes","Head","2013","A",90095200
"United States of America","Cattle and Buffaloes","Head","2014","A",88526000
"United States of America","Cattle and Buffaloes","Head","2015","A",89143000
"United States of America","Cattle and Buffaloes","Head","2016","A",91888000
"United States of America","Cattle and Buffaloes","Head","2017","A",93624600
"United States of America","Cattle and Buffaloes","Head","2018","A",94298000
"United States of America","Poultry Birds","1000 Head","1961","A",861996
"United States of America","Poultry Birds","1000 Head","1962","A",877237
"United States of America","Poultry Birds","1000 Head","1963","A",877549
"United States of America","Poultry Birds","1000 Head","1964","A",896492
"United States of America","Poultry Birds","1000 Head","1965","A",942803
"United States of America","Poultry Birds","1000 Head","1966","A",971185
"United States of America","Poultry Birds","1000 Head","1967","A",1011714
"United States of America","Poultry Birds","1000 Head","1968","A",997612
"United States of America","Poultry Birds","1000 Head","1969","A",1022729
"United States of America","Poultry Birds","1000 Head","1970","A",1040539
"United States of America","Poultry Birds","1000 Head","1971","A",1048157
"United States of America","Poultry Birds","1000 Head","1972","A",1067264
"United States of America","Poultry Birds","1000 Head","1973","A",1042831
"United States of America","Poultry Birds","1000 Head","1974","A",1044309
"United States of America","Poultry Birds","1000 Head","1975","A",1014365
"United States of America","Poultry Birds","1000 Head","1976","A",1070221
"United States of America","Poultry Birds","1000 Head","1977","A",1094890
"United States of America","Poultry Birds","1000 Head","1978","A",1144439
"United States of America","Poultry Birds","1000 Head","1979","A",1221257
"United States of America","Poultry Birds","1000 Head","1980","A",1223043
"United States of America","Poultry Birds","1000 Head","1981","A",1254176
"United States of America","Poultry Birds","1000 Head","1982","A",1243164
"United States of America","Poultry Birds","1000 Head","1983","A",1240623
"United States of America","Poultry Birds","1000 Head","1984","A",1266196
"United States of America","Poultry Birds","1000 Head","1985","A",1306727
"United States of America","Poultry Birds","1000 Head","1986","A",1358832
"United States of America","Poultry Birds","1000 Head","1987","A",1461138
"United States of America","Poultry Birds","1000 Head","1988","A",1481321
"United States of America","Poultry Birds","1000 Head","1989","A",1545794
"United States of America","Poultry Birds","1000 Head","1990","A",1620745
"United States of America","Poultry Birds","1000 Head","1991","A",1679910
"United States of America","Poultry Birds","1000 Head","1992","A",1735480
"United States of America","Poultry Birds","1000 Head","1993","A",1791750
"United States of America","Poultry Birds","1000 Head","1994","A",1850735
"United States of America","Poultry Birds","1000 Head","1995","A",1909156
"United States of America","Poultry Birds","1000 Head","1996","A",1970213
"United States of America","Poultry Birds","1000 Head","1997","A",2014451
"United States of America","Poultry Birds","1000 Head","1998","A",2018203
"United States of America","Poultry Birds","1000 Head","1999","A",2061792
"United States of America","Poultry Birds","1000 Head","2000","A",2137066
"United States of America","Poultry Birds","1000 Head","2001","A",2180560
"United States of America","Poultry Birds","1000 Head","2002","A",2222127
"United States of America","Poultry Birds","1000 Head","2003","A",2196256
"United States of America","Poultry Birds","1000 Head","2004","A",2227887
"United States of America","Poultry Birds","1000 Head","2005","A",2246566
"United States of America","Poultry Birds","1000 Head","2006","A",2258234
"United States of America","Poultry Birds","1000 Head","2007","A",2278728
"United States of America","Poultry Birds","1000 Head","2008","A",2294988
"United States of America","Poultry Birds","1000 Head","2009","A",2180159
"United States of America","Poultry Birds","1000 Head","2010","A",2207088
"United States of America","Poultry Birds","1000 Head","2011","A",2187500
"United States of America","Poultry Birds","1000 Head","2012","A",2190300
"United States of America","Poultry Birds","1000 Head","2013","A",2193200
"United States of America","Poultry Birds","1000 Head","2014","A",2228200
"United States of America","Poultry Birds","1000 Head","2015","A",2246779
"United States of America","Poultry Birds","1000 Head","2016","A",2225071
"United States of America","Poultry Birds","1000 Head","2017","A",2225591
"United States of America","Poultry Birds","1000 Head","2018","A",2225503
"United States of America","Sheep and Goats","Head","1961","A",36198008
"United States of America","Sheep and Goats","Head","1962","A",34616008
"United States of America","Sheep and Goats","Head","1963","A",32859000
"United States of America","Sheep and Goats","Head","1964","A",31020000
"United States of America","Sheep and Goats","Head","1965","A",29187008
"United States of America","Sheep and Goats","Head","1966","A",28956000
"United States of America","Sheep and Goats","Head","1967","A",27922008
"United States of America","Sheep and Goats","Head","1968","A",25795008
"United States of America","Sheep and Goats","Head","1969","A",24565000
"United States of America","Sheep and Goats","Head","1970","A",22995008
"United States of America","Sheep and Goats","Head","1971","A",21864008
"United States of America","Sheep and Goats","Head","1972","A",20389008
"United States of America","Sheep and Goats","Head","1973","A",19416008
"United States of America","Sheep and Goats","Head","1974","A",17870000
"United States of America","Sheep and Goats","Head","1975","A",15865000
"United States of America","Sheep and Goats","Head","1976","A",14581000
"United States of America","Sheep and Goats","Head","1977","A",14122100
"United States of America","Sheep and Goats","Head","1978","A",13776000
"United States of America","Sheep and Goats","Head","1979","A",13725300
"United States of America","Sheep and Goats","Head","1980","A",14099000
"United States of America","Sheep and Goats","Head","1981","A",14327000
"United States of America","Sheep and Goats","Head","1982","A",14407000
"United States of America","Sheep and Goats","Head","1983","A",13560000
"United States of America","Sheep and Goats","Head","1984","A",12979000
"United States of America","Sheep and Goats","Head","1985","A",12266000
"United States of America","Sheep and Goats","Head","1986","A",11915000
"United States of America","Sheep and Goats","Head","1987","A",12169000
"United States of America","Sheep and Goats","Head","1988","A",12745000
"United States of America","Sheep and Goats","Head","1989","A",12703000
"United States of America","Sheep and Goats","Head","1990","A",13258000
"United States of America","Sheep and Goats","Head","1991","A",13004000
"United States of America","Sheep and Goats","Head","1992","A",12797000
"United States of America","Sheep and Goats","Head","1993","A",12161000
"United States of America","Sheep and Goats","Head","1994","A",11796000
"United States of America","Sheep and Goats","Head","1995","A",10839000
"United States of America","Sheep and Goats","Head","1996","A",10365000
"United States of America","Sheep and Goats","Head","1997","A",9674000
"United States of America","Sheep and Goats","Head","1998","A",9225000
"United States of America","Sheep and Goats","Head","1999","A",9465000
"United States of America","Sheep and Goats","Head","2000","A",9332000
"United States of America","Sheep and Goats","Head","2001","A",9365000
"United States of America","Sheep and Goats","Head","2002","A",9153466
"United States of America","Sheep and Goats","Head","2003","A",8851000
"United States of America","Sheep and Goats","Head","2004","A",8630000
"United States of America","Sheep and Goats","Head","2005","A",8850000
"United States of America","Sheep and Goats","Head","2006","A",9067000
"United States of America","Sheep and Goats","Head","2007","A",9168000
"United States of America","Sheep and Goats","Head","2008","A",9068000
"United States of America","Sheep and Goats","Head","2009","A",8816000
"United States of America","Sheep and Goats","Head","2010","A",8658000
"United States of America","Sheep and Goats","Head","2011","A",8476000
"United States of America","Sheep and Goats","Head","2012","A",8078000
"United States of America","Sheep and Goats","Head","2013","A",7992000
"United States of America","Sheep and Goats","Head","2014","A",7856000
"United States of America","Sheep and Goats","Head","2015","A",7930000
"United States of America","Sheep and Goats","Head","2016","A",7910000
"United States of America","Sheep and Goats","Head","2017","A",7897000
"United States of America","Sheep and Goats","Head","2018","A",7904000
